# File: A328.demand.csv
# Title: oem final demand perCapitaBased and price elasticity
# Units: NA for perCapitaBased; Unitless for price.elasticity
# Comments: perCapitaBased is a logical (Boolean) indicating whether to use a per-capita or per-GDP based demand function
# Column types: cin
# ----------
energy.final.demand,perCapitaBased,price.elasticity
oem,1,-0.3
