# File: L101.in_EJ_ctry_bld_Fi_Yh.csv
# Title: energy balance bld
# Units: NA
# Column types: cccnn
# ----------
iso,sector,fuel,year,value
jpn,in_bld_resid,heat,1978,0
jpn,in_bld_resid,refined liquids,1978,0.45112522
kaz,in_bld_comm,biomass,1978,0
kaz,in_bld_comm,coal,1978,0.371536474
kaz,in_bld_comm,electricity,1978,0.018146965
kaz,in_bld_comm,gas,1978,0.011349897
kaz,in_bld_comm,heat,1978,0.032902944
kaz,in_bld_comm,refined liquids,1978,0.004665743
kaz,in_bld_resid,biomass,1978,0
kaz,in_bld_resid,coal,1978,0
kaz,in_bld_resid,electricity,1978,0.01917006
kaz,in_bld_resid,gas,1978,0.016793029
kaz,in_bld_resid,heat,1978,0
kaz,in_bld_resid,refined liquids,1978,0.018180362
ken,in_bld_comm,electricity,1978,0.00121394
ken,in_bld_comm,refined liquids,1978,0.00514878
ken,in_bld_resid,biomass,1978,0.03608332
ken,in_bld_resid,coal,1978,0
ken,in_bld_resid,electricity,1978,9.63E-04
ken,in_bld_resid,refined liquids,1978,0.00343252
ken,in_bld_resid,traditional biomass,1978,0.10984064
kgz,in_bld_comm,biomass,1978,0
kgz,in_bld_comm,coal,1978,0.026709714
kgz,in_bld_comm,electricity,1978,0.001866945
kgz,in_bld_comm,gas,1978,0.001614888
kgz,in_bld_comm,heat,1978,0.001061301
kgz,in_bld_comm,refined liquids,1978,0.001145624
kgz,in_bld_resid,biomass,1978,0
kgz,in_bld_resid,coal,1978,0
kgz,in_bld_resid,electricity,1978,0.0019722
kgz,in_bld_resid,gas,1978,0.002389348
kgz,in_bld_resid,heat,1978,0
kgz,in_bld_resid,refined liquids,1978,0.002081689
khm,in_bld_comm,electricity,1978,0
khm,in_bld_comm,refined liquids,1978,0
khm,in_bld_resid,biomass,1978,0
khm,in_bld_resid,electricity,1978,0
khm,in_bld_resid,refined liquids,1978,0
khm,in_bld_resid,traditional biomass,1978,0
kir,in_bld_comm,biomass,1978,0
kir,in_bld_comm,coal,1978,3.62E-06
kir,in_bld_comm,electricity,1978,2.98E-06
kir,in_bld_comm,gas,1978,1.40E-05
kir,in_bld_comm,refined liquids,1978,6.11E-05
kir,in_bld_resid,biomass,1978,4.04E-06
kir,in_bld_resid,coal,1978,0
kir,in_bld_resid,electricity,1978,5.96E-06
kir,in_bld_resid,refined liquids,1978,8.19E-06
kir,in_bld_resid,traditional biomass,1978,2.75E-04
kna,in_bld_comm,biomass,1978,1.42E-06
kna,in_bld_comm,coal,1978,1.42E-05
kna,in_bld_comm,electricity,1978,4.15E-04
kna,in_bld_comm,gas,1978,7.11E-07
kna,in_bld_comm,refined liquids,1978,8.95E-04
kna,in_bld_resid,biomass,1978,1.42E-06
kna,in_bld_resid,coal,1978,2.13E-06
kna,in_bld_resid,electricity,1978,2.49E-04
kna,in_bld_resid,gas,1978,2.84E-06
kna,in_bld_resid,refined liquids,1978,6.61E-05
kna,in_bld_resid,traditional biomass,1978,2.35E-05
kor,in_bld_comm,biomass,1978,0
kor,in_bld_comm,coal,1978,0.00401856
kor,in_bld_comm,electricity,1978,0.01310218
kor,in_bld_comm,gas,1978,0
kor,in_bld_comm,heat,1978,0
kor,in_bld_comm,refined liquids,1978,0.09318036
kor,in_bld_resid,biomass,1978,0
kor,in_bld_resid,coal,1978,0.31821972
kor,in_bld_resid,electricity,1978,0.01406496
kor,in_bld_resid,gas,1978,0
kor,in_bld_resid,heat,1978,0
kor,in_bld_resid,refined liquids,1978,0.01431612
kwt,in_bld_comm,electricity,1978,3.77E-04
kwt,in_bld_comm,gas,1978,0.07677124
kwt,in_bld_resid,biomass,1978,4.19E-05
kwt,in_bld_resid,electricity,1978,0.01201382
kwt,in_bld_resid,refined liquids,1978,0.00364182
lao,in_bld_comm,biomass,1978,0
lao,in_bld_comm,coal,1978,1.99E-04
lao,in_bld_comm,electricity,1978,1.64E-04
lao,in_bld_comm,gas,1978,7.73E-04
lao,in_bld_comm,refined liquids,1978,0.003359255
lao,in_bld_resid,biomass,1978,2.22E-04
lao,in_bld_resid,coal,1978,0
lao,in_bld_resid,electricity,1978,3.28E-04
lao,in_bld_resid,refined liquids,1978,4.51E-04
lao,in_bld_resid,traditional biomass,1978,0.01512835
lbn,in_bld_comm,biomass,1978,4.19E-05
lbn,in_bld_comm,electricity,1978,0.0071162
lbn,in_bld_comm,refined liquids,1978,0
lbn,in_bld_resid,biomass,1978,0.00452088
lbn,in_bld_resid,electricity,1978,0
lbn,in_bld_resid,refined liquids,1978,0.01544634
lbr,in_bld_comm,biomass,1978,4.32E-05
lbr,in_bld_comm,coal,1978,0
lbr,in_bld_comm,electricity,1978,3.84E-05
lbr,in_bld_comm,gas,1978,0
lbr,in_bld_comm,refined liquids,1978,6.59E-04
lbr,in_bld_resid,biomass,1978,1.55E-04
lbr,in_bld_resid,coal,1978,1.15E-05
lbr,in_bld_resid,electricity,1978,7.67E-05
lbr,in_bld_resid,refined liquids,1978,2.07E-04
lbr,in_bld_resid,traditional biomass,1978,0.020087903
lby,in_bld_comm,electricity,1978,0
lby,in_bld_resid,electricity,1978,0.00485576
lby,in_bld_resid,refined liquids,1978,0.00778596
lby,in_bld_resid,traditional biomass,1978,0.0052325
lca,in_bld_comm,biomass,1978,3.72E-06
lca,in_bld_comm,coal,1978,3.72E-05
lca,in_bld_comm,electricity,1978,0.001085187
lca,in_bld_comm,gas,1978,1.86E-06
lca,in_bld_comm,refined liquids,1978,0.002341621
lca,in_bld_resid,biomass,1978,3.72E-06
lca,in_bld_resid,coal,1978,5.58E-06
lca,in_bld_resid,electricity,1978,6.51E-04
lca,in_bld_resid,gas,1978,7.45E-06
lca,in_bld_resid,refined liquids,1978,1.73E-04
lca,in_bld_resid,traditional biomass,1978,6.14E-05
lka,in_bld_comm,biomass,1978,0
lka,in_bld_comm,electricity,1978,0.00100464
lka,in_bld_comm,refined liquids,1978,0.01042314
lka,in_bld_resid,biomass,1978,0
lka,in_bld_resid,electricity,1978,0.0012558
lka,in_bld_resid,refined liquids,1978,2.51E-04
lka,in_bld_resid,traditional biomass,1978,0.10732904
lso,in_bld_comm,biomass,1978,3.14E-05
lso,in_bld_comm,coal,1978,0
lso,in_bld_comm,electricity,1978,2.79E-05
lso,in_bld_comm,gas,1978,0
lso,in_bld_comm,refined liquids,1978,4.79E-04
lso,in_bld_resid,biomass,1978,1.13E-04
lso,in_bld_resid,coal,1978,8.37E-06
lso,in_bld_resid,electricity,1978,5.58E-05
lso,in_bld_resid,refined liquids,1978,1.51E-04
lso,in_bld_resid,traditional biomass,1978,0.0145988
ltu,in_bld_comm,biomass,1978,0
ltu,in_bld_comm,coal,1978,0.011727679
ltu,in_bld_comm,electricity,1978,0.00225826
ltu,in_bld_comm,gas,1978,0.004970029
ltu,in_bld_comm,heat,1978,0.005431979
ltu,in_bld_comm,refined liquids,1978,0.002731263
ltu,in_bld_resid,biomass,1978,0
ltu,in_bld_resid,coal,1978,0
ltu,in_bld_resid,electricity,1978,0.002385577
ltu,in_bld_resid,gas,1978,0.007353533
ltu,in_bld_resid,heat,1978,0
ltu,in_bld_resid,refined liquids,1978,0.00291051
lux,in_bld_comm,biomass,1978,0
lux,in_bld_comm,electricity,1978,0.00192556
lux,in_bld_comm,gas,1978,0
lux,in_bld_comm,heat,1978,0
lux,in_bld_comm,refined liquids,1978,1.67E-04
lux,in_bld_resid,biomass,1978,0
lux,in_bld_resid,coal,1978,9.21E-04
lux,in_bld_resid,electricity,1978,0.00142324
lux,in_bld_resid,gas,1978,0.00385112
lux,in_bld_resid,refined liquids,1978,0.01745562
lva,in_bld_comm,biomass,1978,0
lva,in_bld_comm,coal,1978,0.009343151
lva,in_bld_comm,electricity,1978,0.001563074
lva,in_bld_comm,gas,1978,0.002528574
lva,in_bld_comm,heat,1978,0.005262066
lva,in_bld_comm,refined liquids,1978,6.36E-04
lva,in_bld_resid,biomass,1978,0
lva,in_bld_resid,coal,1978,0
lva,in_bld_resid,electricity,1978,0.001651198
lva,in_bld_resid,gas,1978,0.003741216
lva,in_bld_resid,heat,1978,0
lva,in_bld_resid,refined liquids,1978,0.001790908
mac,in_bld_comm,biomass,1978,0
mac,in_bld_comm,coal,1978,1.48E-05
mac,in_bld_comm,electricity,1978,1.22E-05
mac,in_bld_comm,gas,1978,5.73E-05
mac,in_bld_comm,refined liquids,1978,2.49E-04
mac,in_bld_resid,biomass,1978,1.65E-05
mac,in_bld_resid,coal,1978,0
mac,in_bld_resid,electricity,1978,2.43E-05
mac,in_bld_resid,refined liquids,1978,3.34E-05
mac,in_bld_resid,traditional biomass,1978,0.001122728
mar,in_bld_comm,biomass,1978,0.01578122
mar,in_bld_comm,electricity,1978,0.00238602
mar,in_bld_comm,refined liquids,1978,0
mar,in_bld_resid,biomass,1978,2.93E-04
mar,in_bld_resid,coal,1978,1.67E-04
mar,in_bld_resid,electricity,1978,0.00301392
mar,in_bld_resid,refined liquids,1978,0.01774864
mar,in_bld_resid,traditional biomass,1978,0.01511146
mda,in_bld_comm,biomass,1978,0
mda,in_bld_comm,coal,1978,0.030024058
mda,in_bld_comm,electricity,1978,0.001943459
mda,in_bld_comm,gas,1978,0.003479445
mda,in_bld_comm,heat,1978,7.21E-04
mda,in_bld_comm,refined liquids,1978,0.002552879
mda,in_bld_resid,biomass,1978,0
mda,in_bld_resid,coal,1978,0
mda,in_bld_resid,electricity,1978,0.002053028
mda,in_bld_resid,gas,1978,0.005148102
mda,in_bld_resid,heat,1978,0
mda,in_bld_resid,refined liquids,1978,0.003026159
mdg,in_bld_comm,biomass,1978,2.04E-04
mdg,in_bld_comm,coal,1978,0
mdg,in_bld_comm,electricity,1978,1.81E-04
mdg,in_bld_comm,gas,1978,0
mdg,in_bld_comm,refined liquids,1978,0.00311565
mdg,in_bld_resid,biomass,1978,7.35E-04
mdg,in_bld_resid,coal,1978,5.44E-05
mdg,in_bld_resid,electricity,1978,3.63E-04
mdg,in_bld_resid,refined liquids,1978,9.80E-04
mdg,in_bld_resid,traditional biomass,1978,0.094966103
mdv,in_bld_comm,biomass,1978,0
mdv,in_bld_comm,coal,1978,9.34E-06
mdv,in_bld_comm,electricity,1978,7.69E-06
mdv,in_bld_comm,gas,1978,3.63E-05
mdv,in_bld_comm,refined liquids,1978,1.58E-04
mdv,in_bld_resid,biomass,1978,1.04E-05
mdv,in_bld_resid,coal,1978,0
mdv,in_bld_resid,electricity,1978,1.54E-05
mdv,in_bld_resid,refined liquids,1978,2.12E-05
mdv,in_bld_resid,traditional biomass,1978,7.10E-04
mex,in_bld_comm,electricity,1978,0.0385112
mex,in_bld_comm,gas,1978,0
mex,in_bld_comm,refined liquids,1978,0.04412044
mex,in_bld_resid,electricity,1978,0.02976246
mex,in_bld_resid,gas,1978,0.0175812
mex,in_bld_resid,refined liquids,1978,0.14709604
mex,in_bld_resid,traditional biomass,1978,0.21855106
mkd,in_bld_comm,biomass,1978,0
mkd,in_bld_comm,coal,1978,7.52E-04
mkd,in_bld_comm,electricity,1978,8.84E-04
mkd,in_bld_comm,gas,1978,0
mkd,in_bld_comm,heat,1978,0
mkd,in_bld_comm,refined liquids,1978,0.00975355
mkd,in_bld_resid,biomass,1978,0
mkd,in_bld_resid,coal,1978,0.002867562
mkd,in_bld_resid,electricity,1978,0.003214888
mkd,in_bld_resid,heat,1978,0
mkd,in_bld_resid,refined liquids,1978,0
mli,in_bld_comm,biomass,1978,1.69E-04
mli,in_bld_comm,coal,1978,0
mli,in_bld_comm,electricity,1978,1.51E-04
mli,in_bld_comm,gas,1978,0
mli,in_bld_comm,refined liquids,1978,0.002585991
mli,in_bld_resid,biomass,1978,6.10E-04
mli,in_bld_resid,coal,1978,4.52E-05
mli,in_bld_resid,electricity,1978,3.01E-04
mli,in_bld_resid,refined liquids,1978,8.13E-04
mli,in_bld_resid,traditional biomass,1978,0.078821912
mlt,in_bld_comm,electricity,1978,0.00154882
mlt,in_bld_comm,gas,1978,0
mlt,in_bld_comm,refined liquids,1978,0
mlt,in_bld_resid,biomass,1978,0
mlt,in_bld_resid,electricity,1978,0
mlt,in_bld_resid,refined liquids,1978,0.00179998
mmr,in_bld_comm,coal,1978,0
mmr,in_bld_comm,electricity,1978,5.02E-04
mmr,in_bld_comm,gas,1978,0
mmr,in_bld_comm,refined liquids,1978,0
mmr,in_bld_resid,biomass,1978,0.0136045
mmr,in_bld_resid,electricity,1978,8.37E-04
mmr,in_bld_resid,gas,1978,0
mmr,in_bld_resid,refined liquids,1978,0.00514878
mmr,in_bld_resid,traditional biomass,1978,0.26555984
mne,in_bld_comm,biomass,1978,0
mne,in_bld_comm,coal,1978,0
mne,in_bld_comm,electricity,1978,0
mne,in_bld_comm,refined liquids,1978,0
mne,in_bld_resid,biomass,1978,0
mne,in_bld_resid,coal,1978,0
mne,in_bld_resid,electricity,1978,0
mne,in_bld_resid,refined liquids,1978,0
mng,in_bld_comm,biomass,1978,0
mng,in_bld_comm,coal,1978,0
mng,in_bld_comm,electricity,1978,0
mng,in_bld_comm,heat,1978,0
mng,in_bld_resid,biomass,1978,0
mng,in_bld_resid,coal,1978,0
mng,in_bld_resid,electricity,1978,0
mng,in_bld_resid,heat,1978,0
moz,in_bld_comm,biomass,1978,0
moz,in_bld_comm,electricity,1978,4.19E-04
moz,in_bld_comm,gas,1978,0
moz,in_bld_comm,refined liquids,1978,0.00653016
moz,in_bld_resid,biomass,1978,0.00987896
moz,in_bld_resid,electricity,1978,8.79E-04
moz,in_bld_resid,gas,1978,0
moz,in_bld_resid,refined liquids,1978,0.00276276
moz,in_bld_resid,traditional biomass,1978,0.16250052
mrt,in_bld_comm,biomass,1978,3.60E-05
mrt,in_bld_comm,coal,1978,0
mrt,in_bld_comm,electricity,1978,3.20E-05
mrt,in_bld_comm,gas,1978,0
mrt,in_bld_comm,refined liquids,1978,5.50E-04
mrt,in_bld_resid,biomass,1978,1.30E-04
mrt,in_bld_resid,coal,1978,9.61E-06
mrt,in_bld_resid,electricity,1978,6.41E-05
mrt,in_bld_resid,refined liquids,1978,1.73E-04
mrt,in_bld_resid,traditional biomass,1978,0.016766116
msr,in_bld_comm,biomass,1978,3.80E-07
msr,in_bld_comm,coal,1978,3.80E-06
msr,in_bld_comm,electricity,1978,1.11E-04
msr,in_bld_comm,gas,1978,1.90E-07
msr,in_bld_comm,refined liquids,1978,2.39E-04
msr,in_bld_resid,biomass,1978,3.80E-07
msr,in_bld_resid,coal,1978,5.70E-07
msr,in_bld_resid,electricity,1978,6.65E-05
msr,in_bld_resid,gas,1978,7.60E-07
msr,in_bld_resid,refined liquids,1978,1.77E-05
msr,in_bld_resid,traditional biomass,1978,6.27E-06
mus,in_bld_comm,biomass,1978,4.19E-05
mus,in_bld_comm,electricity,1978,2.09E-04
mus,in_bld_comm,refined liquids,1978,0
mus,in_bld_resid,biomass,1978,4.19E-05
mus,in_bld_resid,electricity,1978,4.60E-04
mus,in_bld_resid,refined liquids,1978,0.00121394
mus,in_bld_resid,traditional biomass,1978,7.53E-04
mwi,in_bld_comm,biomass,1978,1.46E-04
mwi,in_bld_comm,coal,1978,0
mwi,in_bld_comm,electricity,1978,1.30E-04
mwi,in_bld_comm,gas,1978,0
mwi,in_bld_comm,refined liquids,1978,0.002232331
mwi,in_bld_resid,biomass,1978,5.26E-04
mwi,in_bld_resid,coal,1978,3.90E-05
mwi,in_bld_resid,electricity,1978,2.60E-04
mwi,in_bld_resid,refined liquids,1978,7.02E-04
mwi,in_bld_resid,traditional biomass,1978,0.068042218
mys,in_bld_comm,electricity,1978,0.00715806
mys,in_bld_comm,gas,1978,0
mys,in_bld_comm,refined liquids,1978,0.00142324
mys,in_bld_resid,biomass,1978,0.00904176
mys,in_bld_resid,electricity,1978,0.0046046
mys,in_bld_resid,gas,1978,0.0012558
mys,in_bld_resid,refined liquids,1978,0.01536262
mys,in_bld_resid,traditional biomass,1978,0.01791608
nam,in_bld_comm,electricity,1978,0
nam,in_bld_comm,refined liquids,1978,0
nam,in_bld_resid,biomass,1978,0
nam,in_bld_resid,refined liquids,1978,0
nam,in_bld_resid,traditional biomass,1978,0
ncl,in_bld_comm,biomass,1978,0
ncl,in_bld_comm,coal,1978,8.81E-06
ncl,in_bld_comm,electricity,1978,7.25E-06
ncl,in_bld_comm,gas,1978,3.42E-05
ncl,in_bld_comm,refined liquids,1978,1.49E-04
ncl,in_bld_resid,biomass,1978,9.84E-06
ncl,in_bld_resid,coal,1978,0
ncl,in_bld_resid,electricity,1978,1.45E-05
ncl,in_bld_resid,refined liquids,1978,1.99E-05
ncl,in_bld_resid,traditional biomass,1978,6.70E-04
ner,in_bld_comm,electricity,1978,0
ner,in_bld_resid,biomass,1978,0
ner,in_bld_resid,electricity,1978,0
ner,in_bld_resid,refined liquids,1978,0
ner,in_bld_resid,traditional biomass,1978,0
nga,in_bld_comm,biomass,1978,0
nga,in_bld_comm,coal,1978,0
nga,in_bld_comm,electricity,1978,0.0029302
nga,in_bld_comm,refined liquids,1978,0.00372554
nga,in_bld_resid,biomass,1978,0.01502774
nga,in_bld_resid,coal,1978,7.12E-04
nga,in_bld_resid,electricity,1978,0.00799526
nga,in_bld_resid,refined liquids,1978,0.029302
nga,in_bld_resid,traditional biomass,1978,1.47351386
nic,in_bld_comm,biomass,1978,3.35E-04
nic,in_bld_comm,electricity,1978,2.09E-04
nic,in_bld_comm,refined liquids,1978,0.00117208
nic,in_bld_resid,biomass,1978,2.51E-04
nic,in_bld_resid,electricity,1978,0.00138138
nic,in_bld_resid,refined liquids,1978,0.00100464
nic,in_bld_resid,traditional biomass,1978,0.02507414
nld,in_bld_comm,biomass,1978,0
nld,in_bld_comm,coal,1978,9.63E-04
nld,in_bld_comm,electricity,1978,0.0433251
nld,in_bld_comm,gas,1978,0.21570458
nld,in_bld_comm,heat,1978,0
nld,in_bld_comm,refined liquids,1978,0.05919004
nld,in_bld_resid,biomass,1978,0
nld,in_bld_resid,coal,1978,0.00179998
nld,in_bld_resid,electricity,1978,0.0516971
nld,in_bld_resid,gas,1978,0.42312088
nld,in_bld_resid,heat,1978,0
nld,in_bld_resid,refined liquids,1978,0.0883246
nor,in_bld_comm,biomass,1978,0
nor,in_bld_comm,coal,1978,0
nor,in_bld_comm,electricity,1978,0.03419962
nor,in_bld_comm,gas,1978,0
nor,in_bld_comm,heat,1978,0
nor,in_bld_comm,refined liquids,1978,0.03009734
nor,in_bld_resid,biomass,1978,0.0121394
nor,in_bld_resid,coal,1978,0.00129766
nor,in_bld_resid,electricity,1978,0.07538986
nor,in_bld_resid,gas,1978,1.67E-04
nor,in_bld_resid,heat,1978,0
nor,in_bld_resid,refined liquids,1978,0.03612518
npl,in_bld_comm,biomass,1978,7.95E-04
npl,in_bld_comm,electricity,1978,8.37E-05
npl,in_bld_comm,refined liquids,1978,0
npl,in_bld_resid,coal,1978,0
npl,in_bld_resid,electricity,1978,2.93E-04
npl,in_bld_resid,gas,1978,0
npl,in_bld_resid,refined liquids,1978,0.00129766
npl,in_bld_resid,traditional biomass,1978,0.1739283
nzl,in_bld_comm,coal,1978,0.00682318
nzl,in_bld_comm,electricity,1978,0.0110929
nzl,in_bld_comm,gas,1978,0.0018837
nzl,in_bld_comm,refined liquids,1978,0.00950222
nzl,in_bld_resid,biomass,1978,0.00493948
nzl,in_bld_resid,coal,1978,0.00473018
nzl,in_bld_resid,electricity,1978,0.02942758
nzl,in_bld_resid,gas,1978,0.00179998
nzl,in_bld_resid,refined liquids,1978,0.00205114
omn,in_bld_comm,electricity,1978,5.44E-04
omn,in_bld_comm,gas,1978,0
omn,in_bld_comm,refined liquids,1978,0.00636272
omn,in_bld_resid,electricity,1978,8.37E-04
omn,in_bld_resid,refined liquids,1978,0
pak,in_bld_comm,coal,1978,2.93E-04
pak,in_bld_comm,electricity,1978,0.00447902
pak,in_bld_comm,gas,1978,0.00493948
pak,in_bld_comm,refined liquids,1978,0.02277184
pak,in_bld_resid,biomass,1978,0.00318136
pak,in_bld_resid,coal,1978,7.12E-04
pak,in_bld_resid,electricity,1978,0.00464646
pak,in_bld_resid,gas,1978,0.00912548
pak,in_bld_resid,refined liquids,1978,0.02771132
pak,in_bld_resid,traditional biomass,1978,0.48189232
pan,in_bld_comm,biomass,1978,0
pan,in_bld_comm,electricity,1978,0.00246974
pan,in_bld_comm,refined liquids,1978,5.02E-04
pan,in_bld_resid,biomass,1978,4.19E-05
pan,in_bld_resid,electricity,1978,0.00150696
pan,in_bld_resid,refined liquids,1978,0.00179998
pan,in_bld_resid,traditional biomass,1978,0.01201382
per,in_bld_comm,biomass,1978,0
per,in_bld_comm,coal,1978,0
per,in_bld_comm,electricity,1978,0
per,in_bld_comm,gas,1978,0
per,in_bld_comm,refined liquids,1978,0.00678132
per,in_bld_resid,biomass,1978,0.00473018
per,in_bld_resid,coal,1978,0
per,in_bld_resid,electricity,1978,0.00966966
per,in_bld_resid,gas,1978,0.00154882
per,in_bld_resid,refined liquids,1978,0.03352986
per,in_bld_resid,traditional biomass,1978,0.1084174
phl,in_bld_comm,biomass,1978,0.00992082
phl,in_bld_comm,electricity,1978,0.01599052
phl,in_bld_comm,refined liquids,1978,0.00548366
phl,in_bld_resid,biomass,1978,0.02586948
phl,in_bld_resid,electricity,1978,0.00916734
phl,in_bld_resid,refined liquids,1978,0.02599506
phl,in_bld_resid,traditional biomass,1978,0.26195988
plw,in_bld_comm,biomass,1978,0
plw,in_bld_comm,coal,1978,7.79E-07
plw,in_bld_comm,electricity,1978,6.41E-07
plw,in_bld_comm,gas,1978,3.02E-06
plw,in_bld_comm,refined liquids,1978,1.31E-05
plw,in_bld_resid,biomass,1978,8.70E-07
plw,in_bld_resid,coal,1978,0
plw,in_bld_resid,electricity,1978,1.28E-06
plw,in_bld_resid,refined liquids,1978,1.76E-06
plw,in_bld_resid,traditional biomass,1978,5.92E-05
png,in_bld_comm,biomass,1978,0
png,in_bld_comm,coal,1978,2.13E-04
png,in_bld_comm,electricity,1978,1.75E-04
png,in_bld_comm,gas,1978,8.26E-04
png,in_bld_comm,refined liquids,1978,0.003592236
png,in_bld_resid,biomass,1978,2.38E-04
png,in_bld_resid,coal,1978,0
png,in_bld_resid,electricity,1978,3.50E-04
png,in_bld_resid,refined liquids,1978,4.82E-04
png,in_bld_resid,traditional biomass,1978,0.016177576
pol,in_bld_comm,biomass,1978,0.00159068
pol,in_bld_comm,coal,1978,0.2235324
pol,in_bld_comm,electricity,1978,0.0374647
pol,in_bld_comm,gas,1978,0.0152789
pol,in_bld_comm,heat,1978,0.06094816
pol,in_bld_comm,refined liquids,1978,0
pol,in_bld_resid,biomass,1978,0.0144417
pol,in_bld_resid,coal,1978,0.4797156
pol,in_bld_resid,electricity,1978,0.03302754
pol,in_bld_resid,gas,1978,0.04868318
pol,in_bld_resid,heat,1978,0.18100264
pol,in_bld_resid,refined liquids,1978,0.0066976
prk,in_bld_comm,biomass,1978,0.02545088
prk,in_bld_comm,coal,1978,0.15915172
prk,in_bld_comm,electricity,1978,0.03051594
prk,in_bld_resid,biomass,1978,0.00322322
prk,in_bld_resid,refined liquids,1978,0.00443716
prt,in_bld_comm,biomass,1978,0
prt,in_bld_comm,coal,1978,2.09E-04
prt,in_bld_comm,electricity,1978,0.0073255
prt,in_bld_comm,gas,1978,9.21E-04
prt,in_bld_comm,heat,1978,0
prt,in_bld_comm,refined liquids,1978,0.00678132
prt,in_bld_resid,biomass,1978,0.012558
prt,in_bld_resid,coal,1978,8.37E-05
prt,in_bld_resid,electricity,1978,0.01013012
prt,in_bld_resid,gas,1978,0.00100464
prt,in_bld_resid,heat,1978,0
prt,in_bld_resid,refined liquids,1978,0.01954862
pry,in_bld_comm,biomass,1978,1.26E-04
pry,in_bld_comm,electricity,1978,1.26E-04
pry,in_bld_resid,biomass,1978,0.0023023
pry,in_bld_resid,electricity,1978,8.79E-04
pry,in_bld_resid,refined liquids,1978,0.00100464
pry,in_bld_resid,traditional biomass,1978,0.03436706
qat,in_bld_comm,electricity,1978,0.00435344
qat,in_bld_resid,electricity,1978,0
qat,in_bld_resid,refined liquids,1978,5.02E-04
reu,in_bld_comm,biomass,1978,1.23E-05
reu,in_bld_comm,coal,1978,0
reu,in_bld_comm,electricity,1978,1.10E-05
reu,in_bld_comm,gas,1978,0
reu,in_bld_comm,refined liquids,1978,1.88E-04
reu,in_bld_resid,biomass,1978,4.44E-05
reu,in_bld_resid,coal,1978,3.29E-06
reu,in_bld_resid,electricity,1978,2.19E-05
reu,in_bld_resid,refined liquids,1978,5.91E-05
reu,in_bld_resid,traditional biomass,1978,0.005733712
rom,in_bld_comm,biomass,1978,0
rom,in_bld_comm,coal,1978,0.06316674
rom,in_bld_comm,electricity,1978,0.00431158
rom,in_bld_comm,gas,1978,0
rom,in_bld_comm,heat,1978,0
rom,in_bld_comm,refined liquids,1978,0.24387636
rom,in_bld_resid,biomass,1978,0.050232
rom,in_bld_resid,coal,1978,0.01469286
rom,in_bld_resid,electricity,1978,0.01933932
rom,in_bld_resid,gas,1978,0
rom,in_bld_resid,heat,1978,0.1699516
rom,in_bld_resid,refined liquids,1978,0.05425056
rus,in_bld_comm,biomass,1978,0
rus,in_bld_comm,coal,1978,1.629952436
rus,in_bld_comm,electricity,1978,0.1553827
rus,in_bld_comm,gas,1978,0.390325752
rus,in_bld_comm,heat,1978,0.530715836
rus,in_bld_comm,refined liquids,1978,0.040243522
rus,in_bld_resid,biomass,1978,0
rus,in_bld_resid,coal,1978,0
rus,in_bld_resid,electricity,1978,0.164142917
rus,in_bld_resid,gas,1978,0.5775164
rus,in_bld_resid,heat,1978,0
rus,in_bld_resid,refined liquids,1978,0.119433611
rwa,in_bld_comm,biomass,1978,1.19E-04
rwa,in_bld_comm,coal,1978,0
rwa,in_bld_comm,electricity,1978,1.06E-04
rwa,in_bld_comm,gas,1978,0
rwa,in_bld_comm,refined liquids,1978,0.001821972
rwa,in_bld_resid,biomass,1978,4.30E-04
rwa,in_bld_resid,coal,1978,3.18E-05
rwa,in_bld_resid,electricity,1978,2.12E-04
rwa,in_bld_resid,refined liquids,1978,5.73E-04
rwa,in_bld_resid,traditional biomass,1978,0.055534337
sau,in_bld_comm,electricity,1978,0.01615796
sau,in_bld_comm,refined liquids,1978,0
sau,in_bld_resid,biomass,1978,8.37E-05
sau,in_bld_resid,electricity,1978,0
sau,in_bld_resid,refined liquids,1978,0.01498588
sdn,in_bld_comm,biomass,1978,0.01435798
sdn,in_bld_comm,electricity,1978,5.86E-04
sdn,in_bld_comm,refined liquids,1978,0
sdn,in_bld_resid,biomass,1978,0.04257162
sdn,in_bld_resid,electricity,1978,5.86E-04
sdn,in_bld_resid,refined liquids,1978,0.00121394
sdn,in_bld_resid,traditional biomass,1978,0.06015282
sen,in_bld_comm,electricity,1978,2.09E-04
sen,in_bld_comm,refined liquids,1978,0
sen,in_bld_resid,biomass,1978,0.0087906
sen,in_bld_resid,electricity,1978,2.51E-04
sen,in_bld_resid,refined liquids,1978,9.21E-04
sen,in_bld_resid,traditional biomass,1978,0.01373008
sgp,in_bld_comm,coal,1978,0
sgp,in_bld_comm,electricity,1978,0.00389298
sgp,in_bld_comm,gas,1978,7.12E-04
sgp,in_bld_comm,refined liquids,1978,0
sgp,in_bld_resid,electricity,1978,0.0033488
sgp,in_bld_resid,gas,1978,0.00100464
sgp,in_bld_resid,refined liquids,1978,0.00259532
sgp,in_bld_resid,traditional biomass,1978,3.35E-04
slb,in_bld_comm,biomass,1978,0
slb,in_bld_comm,coal,1978,1.35E-05
slb,in_bld_comm,electricity,1978,1.11E-05
slb,in_bld_comm,gas,1978,5.25E-05
slb,in_bld_comm,refined liquids,1978,2.28E-04
slb,in_bld_resid,biomass,1978,1.51E-05
slb,in_bld_resid,coal,1978,0
